CG,status,chr,pos,cluster_id
cg25612754,ESS_SIV,7,908931,single1918
cg19665696,chr7_533,7,909518,chr7_533
cg19665696,ESS_SIV,7,909518,chr7_533
cg12575883,ESS_SIV,7,964075,single1920
cg22126965,ESS_SIV,7,975866,single1921
cg24642844,ESS_SIV,7,1041615,single1922
cg03188948,ESS_SIV,7,1169860,ESS_186
cg18402987,ESS_SIV,7,1169927,ESS_186
cg27094323,ESS_SIV,7,1177263,single1925
cg18629009,ESS_SIV,7,1231601,single1926
cg01547654,ESS_SIV,7,1566631,single1927
cg16269488,chr7_1084,7,1819004,chr7_1084
cg27644672,chr7_1084,7,1819059,chr7_1084
cg17593934,chr7_1135,7,1931013,chr7_1135
cg23422044,chr7_1135,7,1931163,chr7_1135
cg03604067,ESS_SIV,7,1940638,single1928
cg13290180,ESS_SIV,7,2042895,single1929
cg05095590,ESS_SIV,7,2099625,single1930
cg08027265,chr7_1296,7,2252326,chr7_1296
cg06958216,chr7_1341,7,2353890,chr7_1341
cg03277898,ESS_SIV,7,2479191,single1931
cg26053068,chr7_1537,7,2651439,chr7_1537
cg25467336,ESS_SIV,7,2717983,single1932
cg05412410,chr7_1679,7,2993540,chr7_1679
cg19214707,ESS_SIV,7,3118089,single1933
cg08787332,chr7_1819,7,3809709,chr7_1819
cg05529686,chr7_1819,7,3809728,chr7_1819
cg24061597,chr7_1819,7,3809765,chr7_1819
cg25783987,ESS_SIV,7,4141092,single1934
cg02004499,chr7_1962,7,4204619,chr7_1962
cg24441899,chr7_1962,7,4204741,chr7_1962
cg24441899,ESS_SIV,7,4204741,chr7_1962
cg07249765,chr7_1962,7,4205012,chr7_1962
cg21853331,chr7_1989,7,4268489,chr7_1989
cg07829265,chr7_1989,7,4268535,chr7_1989
cg05813781,chr7_1989,7,4268578,chr7_1989
cg20778547,ESS_SIV,7,4416773,single1936
cg12612296,chr7_2171,7,4833708,chr7_2171
cg02767827,chr7_2171,7,4833798,chr7_2171
cg02276823,chr7_2223,7,4960481,chr7_2223
cg25523580,chr7_2223,7,4960589,chr7_2223
cg03684644,chr7_2236,7,5045138,chr7_2236
cg23920748,chr7_2236,7,5045141,chr7_2236
cg02646611,chr7_2236,7,5045164,chr7_2236
cg24626554,ESS_SIV,7,5072005,SIV_165
cg18848287,ESS_SIV,7,5072011,SIV_165
cg22534288,ESS_SIV,7,5144384,ESS_184
cg23549902,ESS_SIV,7,5144525,ESS_184
cg01218414,ESS_SIV,7,5897856,single1941
cg19149522,ESS_SIV,7,6576793,single1942
cg27084028,ESS_SIV,7,6796806,single1943
cg08739628,chr7_2893,7,6847129,chr7_2893
cg06484146,ESS_SIV,7,12404255,single1944
cg11287647,ESS_SIV,7,12685728,single1945
cg06936290,ESS_SIV,7,13850247,single1946
cg24231558,ESS_SIV,7,16586702,single1947
cg15377009,chr7_5309,7,27897938,chr7_5309
cg18031675,ESS_SIV,7,29563148,SIV_10
cg04619381,ESS_SIV,7,29563506,SIV_10
cg19942237,ESS_SIV,7,29563596,SIV_10
cg07075840,ESS_SIV,7,29563712,SIV_10
cg03004598,ESS_SIV,7,29563755,SIV_10
cg09282258,ESS_SIV,7,29563792,SIV_10
cg04879818,chr7_5630,7,29580187,chr7_5630
cg13207630,ESS_SIV,7,32318453,ESS_57
cg27532318,ESS_SIV,7,32318720,ESS_57
cg27511599,ESS_SIV,7,32318929,ESS_57
cg15212455,ESS_SIV,7,39130940,single1957
cg21665744,ESS_SIV,7,39131514,single1958
cg13264672,chr7_7198,7,39953842,chr7_7198
cg13264672,ESS_SIV,7,39953842,chr7_7198
cg19596050,chr7_7479,7,42406650,chr7_7479
cg11307134,chr7_7705,7,44039986,chr7_7705
cg04789420,chr7_7705,7,44040519,chr7_7705
cg04561224,chr7_7705,7,44040854,chr7_7705
cg07075347,ESS_SIV,7,44065262,single1960
cg06475514,chr7_7749,7,44112640,chr7_7749
cg18628255,chr7_7749,7,44112735,chr7_7749
cg07998236,chr7_7749,7,44112950,chr7_7749
cg26672672,chr7_8452,7,47439836,chr7_8452
cg09696706,chr7_8452,7,47439914,chr7_8452
cg13794565,ESS_SIV,7,47980010,single1961
cg07045469,ESS_SIV,7,48454983,single1962
cg07235057,ESS_SIV,7,50632600,single1963
cg10614809,ESS_SIV,7,51471494,SIV_72
cg07537562,ESS_SIV,7,51471818,SIV_72
cg08767820,ESS_SIV,7,51471887,SIV_72
cg03689146,ESS_SIV,7,52274115,single1967
cg01042465,ESS_SIV,7,54697909,single1968
cg25866552,ESS_SIV,7,55004606,single1969
cg02316066,ESS_SIV,7,55157218,single1970
cg11002686,ESS_SIV,7,55344990,single1971
cg24184022,ESS_SIV,7,55363392,single1972
cg11850943,chr7_9542,7,55364710,chr7_9542
cg05979484,chr7_9542,7,55364938,chr7_9542
cg11552287,chr7_9542,7,55365000,chr7_9542
cg10742917,ESS_SIV,7,56175109,single1973
cg03122674,ESS_SIV,7,56448060,single1974
cg07286216,ESS_SIV,7,56448154,single1975
cg20164601,ESS_SIV,7,64181706,single1976
cg00287096,ESS_SIV,7,64182332,single1977
cg27006947,ESS_SIV,7,64463903,SIV_69
cg17282584,ESS_SIV,7,64464030,SIV_69
cg01134260,ESS_SIV,7,64464356,SIV_69
cg03873153,chr7_10462,7,64574566,SIV_70
cg03873153,ESS_SIV,7,64574566,SIV_70
cg05781417,chr7_10462,7,64575040,SIV_70
cg05781417,ESS_SIV,7,64575040,SIV_70
cg21144063,chr7_10462,7,64575152,SIV_70
cg21144063,ESS_SIV,7,64575152,SIV_70
cg07063559,chr7_10466,7,64582635,SIV_163
cg07063559,ESS_SIV,7,64582635,SIV_163
cg22984587,ESS_SIV,7,64582742,SIV_163
cg22984587,chr7_10466,7,64582742,SIV_163
cg19103175,chr7_10466,7,64582816,chr7_10466
cg18766791,chr7_10497,7,64835081,chr7_10497
cg12587985,chr7_10497,7,64835206,chr7_10497
cg10320410,ESS_SIV,7,64882938,single1986
cg15427793,ESS_SIV,7,64990549,single1987
cg24247132,chr7_10536,7,64998265,chr7_10536
cg24247132,ESS_SIV,7,64998265,chr7_10536
cg04775059,ESS_SIV,7,65081010,single1989
cg21733973,ESS_SIV,7,65770749,single1990
cg16844292,chr7_10741,7,66376327,chr7_10741
cg24241818,ESS_SIV,7,66394563,single1991
cg03407889,chr7_10855,7,66845699,chr7_10855
cg13578160,ESS_SIV,7,73399649,single1992
cg12169661,ESS_SIV,7,73769065,ESS_183
cg24419391,ESS_SIV,7,73769187,ESS_183
cg14329783,ESS_SIV,7,76150540,single1995
cg25020666,ESS_SIV,7,76328534,single1996
cg19268947,ESS_SIV,7,77639517,single1997
cg16182691,ESS_SIV,7,80133641,single1998
cg13547574,ESS_SIV,7,90211586,single1999
cg17330251,ESS_SIV,7,95324645,single2000
cg05569854,ESS_SIV,7,98294440,single2001
cg22004693,ESS_SIV,7,100035190,single2002
cg25385873,chr7_15477,7,100687341,chr7_15477
cg20848291,chr7_15498,7,100745461,ESS_182
cg20848291,ESS_SIV,7,100745461,ESS_182
cg16850897,ESS_SIV,7,100745488,ESS_182
cg16850897,chr7_15498,7,100745488,ESS_182
cg25932869,chr7_16136,7,102467291,chr7_16136
cg03800588,chr7_16166,7,102672943,chr7_16166
cg02646665,chr7_16166,7,102672966,chr7_16166
cg01894091,ESS_SIV,7,118932075,single2005
cg10959344,chr7_18288,7,124985309,chr7_18288
cg07493435,ESS_SIV,7,128916087,single2006
cg04678743,ESS_SIV,7,130668676,single2007
cg19229692,chr7_19437,7,132145521,chr7_19437
cg19882784,chr7_19849,7,135171811,ESS_181
cg19882784,ESS_SIV,7,135171811,ESS_181
cg19889856,ESS_SIV,7,135171903,ESS_181
cg19889856,chr7_19849,7,135171903,ESS_181
cg05204540,chr7_19849,7,135171930,chr7_19849
cg25963505,ESS_SIV,7,135728276,SIV_160
cg23715104,ESS_SIV,7,135728352,SIV_160
cg21537187,chr7_19978,7,135977815,chr7_19978
cg22530927,chr7_19978,7,135978227,chr7_19978
cg01726295,chr7_19999,7,136254203,chr7_19999
cg21200382,ESS_SIV,7,140403965,single2012
cg21245936,ESS_SIV,7,143008053,ESS_180
cg06564125,ESS_SIV,7,143008139,ESS_180
cg16516272,chr7_21912,7,149787711,chr7_21912
cg01996567,ESS_SIV,7,149787793,chr7_21912
cg01996567,chr7_21912,7,149787793,chr7_21912
cg00867835,chr7_21912,7,149787898,chr7_21912
cg06201680,ESS_SIV,7,151381561,single2016
cg06464775,ESS_SIV,7,151448150,single2017
cg07285148,chr7_22653,7,151829809,chr7_22653
cg07161146,chr7_22653,7,151829874,chr7_22653
cg12835599,chr7_22653,7,151829896,chr7_22653
cg05807157,chr7_22653,7,151830166,chr7_22653
cg07804434,chr7_22653,7,151830264,chr7_22653
cg16115627,ESS_SIV,7,154892724,single2018
cg22336754,chr7_23281,7,154907105,chr7_23281
cg03085949,chr7_23354,7,155166849,chr7_23354
cg15800276,chr7_23354,7,155166951,chr7_23354
cg00309232,ESS_SIV,7,155349265,single2019
cg13754948,chr7_23679,7,155886647,chr7_23679
cg03097114,chr7_23679,7,155886893,chr7_23679
cg10900271,chr7_23795,7,156365159,chr7_23795
cg13002167,chr7_23795,7,156365220,chr7_23795
cg16983916,chr7_23796,7,156367020,chr7_23796
cg13096089,chr7_23796,7,156367076,chr7_23796
cg04090468,ESS_SIV,7,156389297,single2020
cg01350803,chr7_24080,7,157467496,chr7_24080
cg18311871,ESS_SIV,7,157961909,ESS_56
cg16609021,ESS_SIV,7,157961957,ESS_56
cg11072645,ESS_SIV,7,157962055,ESS_56
cg00369443,ESS_SIV,7,158125956,single2024
cg15577272,ESS_SIV,7,158139706,single2025
cg18849847,ESS_SIV,7,158238035,single2026
cg16571642,ESS_SIV,7,158253305,ESS_179
cg02770061,ESS_SIV,7,158253475,ESS_179
cg18371428,chr7_24425,7,158406429,chr7_24425
cg10620881,ESS_SIV,7,158487789,single2029
cg19584649,ESS_SIV,7,158815208,single2030
cg14042923,chr7_24582,7,158921083,chr7_24582
cg10780529,chr7_24582,7,158921211,chr7_24582
cg17022393,chr7_24588,7,158957251,chr7_24588
cg13472359,chr7_24588,7,158957263,chr7_24588
cg12954512,chr7_24588,7,158957554,chr7_24588
cg11945929,chr7_24588,7,158957694,SIV_161
cg11945929,ESS_SIV,7,158957694,SIV_161
cg10079374,chr7_24588,7,158957727,SIV_161
cg10079374,ESS_SIV,7,158957727,SIV_161
cg00815399,chr7_24588,7,158957917,chr7_24588
cg00413089,ESS_SIV,7,158958295,ESS_185
cg00413089,chr7_24588,7,158958295,ESS_185
cg12744031,ESS_SIV,7,158958494,ESS_185
cg12744031,chr7_24588,7,158958494,ESS_185
cg00538212,chr7_24588,7,158958901,chr7_24588
cg25769590,ESS_SIV,7,158996813,chr7_24596
cg25769590,chr7_24596,7,158996813,chr7_24596
cg09826364,chr7_24596,7,158997033,chr7_24596
cg19418458,chr7_24596,7,158997159,chr7_24596
cg09640425,chr7_24596,7,158997316,chr7_24596
cg04111992,chr7_24596,7,158997425,chr7_24596
cg05554000,ESS_SIV,7,159112325,ESS_178
cg05554000,chr7_24653,7,159112325,ESS_178
cg13444538,chr7_24653,7,159112627,ESS_178
cg13444538,ESS_SIV,7,159112627,ESS_178
cg03899827,chr7_24653,7,159112687,chr7_24653
cg08479516,chr7_24653,7,159112846,chr7_24653
cg00413030,ESS_SIV,7,159154447,single2038
cg13374026,ESS_SIV,7,159162417,single2039
cg17920646,ESS_SIV,8,266579,ESS_58
cg24536782,ESS_SIV,8,266660,ESS_58
cg03116837,ESS_SIV,8,266704,ESS_58
cg00450029,chr8_133,8,649526,chr8_133
cg23958373,chr8_133,8,649964,ESS_28
cg23958373,ESS_SIV,8,649964,ESS_28
cg07234876,chr8_133,8,650040,ESS_28
cg07234876,ESS_SIV,8,650040,ESS_28
cg02524346,chr8_133,8,650234,chr8_133
cg07685180,ESS_SIV,8,650430,ESS_28
cg26554054,ESS_SIV,8,650489,ESS_28
cg01053087,ESS_SIV,8,687910,single2047
cg04165337,chr8_183,8,747378,chr8_183
cg06547541,chr8_265,8,1012835,chr8_265
cg04851639,chr8_292,8,1070858,chr8_292
cg16922753,ESS_SIV,8,1163292,single2048
cg07699771,chr8_347,8,1203330,chr8_347
cg23785114,chr8_347,8,1203403,chr8_347
cg22225420,chr8_357,8,1235472,chr8_357
cg02986960,chr8_357,8,1235498,chr8_357
cg00154902,ESS_SIV,8,1297446,single2049
cg03128011,chr8_399,8,1373168,ESS_60
cg03128011,ESS_SIV,8,1373168,ESS_60
cg20088245,chr8_399,8,1373210,ESS_60
cg20088245,ESS_SIV,8,1373210,ESS_60
cg23003807,chr8_399,8,1373472,chr8_399
cg22034735,chr8_399,8,1373562,ESS_60
cg22034735,ESS_SIV,8,1373562,ESS_60
cg05029148,chr8_399,8,1373718,chr8_399
cg18498090,chr8_411,8,1392419,chr8_411
cg27134251,ESS_SIV,8,1416884,ESS_195
cg27134251,chr8_415,8,1416884,ESS_195
cg09050832,chr8_415,8,1417010,chr8_415
cg06008419,chr8_415,8,1417142,chr8_415
cg02490460,chr8_415,8,1417337,ESS_195
cg02490460,ESS_SIV,8,1417337,ESS_195
cg01760090,chr8_415,8,1417494,chr8_415
cg05041795,chr8_415,8,1417584,chr8_415
cg27581191,ESS_SIV,8,1562244,single2055
cg17697873,chr8_515,8,1706678,chr8_515
cg03411742,ESS_SIV,8,1809793,ESS_196
cg14682990,ESS_SIV,8,1809858,ESS_196
cg11539066,ESS_SIV,8,1816453,chr8_551
cg11539066,chr8_551,8,1816453,chr8_551
cg06742077,chr8_551,8,1816713,chr8_551
cg25365379,chr8_577,8,1858896,chr8_577
cg08283206,chr8_577,8,1859115,chr8_577
cg08985078,chr8_577,8,1859410,chr8_577
cg25881328,ESS_SIV,8,1861755,single2059
cg12512466,chr8_587,8,1877884,chr8_587
cg23204612,chr8_587,8,1877923,chr8_587
cg14023020,ESS_SIV,8,2024245,single2060
cg09584650,ESS_SIV,8,2053895,single2061
cg20559158,chr8_741,8,2072628,chr8_741
cg06054159,chr8_775,8,2127338,chr8_775
cg11424828,chr8_775,8,2127598,chr8_775
cg21847720,chr8_775,8,2127790,chr8_775
cg01295646,chr8_775,8,2127833,chr8_775
cg00727777,ESS_SIV,8,2480706,single2062
cg16580982,ESS_SIV,8,2623339,single2063
cg01466164,ESS_SIV,8,2623759,single2064
cg04671734,ESS_SIV,8,2733677,ESS_192
cg08242633,ESS_SIV,8,2733881,ESS_192
cg27029018,chr8_946,8,2974527,chr8_946
cg02528400,chr8_946,8,2974557,chr8_946
cg23982568,chr8_1521,8,6261006,chr8_1521
cg18119380,chr8_1521,8,6261055,chr8_1521
cg22816462,ESS_SIV,8,6775547,single2067
cg19362774,ESS_SIV,8,6807002,single2068
cg03470646,ESS_SIV,8,9545131,single2069
cg06938143,chr8_2665,8,11394101,chr8_2665
cg20567176,chr8_3219,8,13608493,chr8_3219
cg22529427,chr8_3539,8,16670413,chr8_3539
cg00420450,ESS_SIV,8,22275129,ESS_10
cg10137597,ESS_SIV,8,22275202,SIV_168
cg26039829,ESS_SIV,8,22275414,ESS_10
cg02463440,ESS_SIV,8,22275420,ESS_10
cg02788857,ESS_SIV,8,22275447,ESS_10
cg18135555,ESS_SIV,8,22275480,ESS_10
cg07298985,ESS_SIV,8,22275564,ESS_10
cg16688533,ESS_SIV,8,23855504,single2077
cg17759595,ESS_SIV,8,26624181,single2078
cg23138161,chr8_5836,8,27479743,chr8_5836
cg04953015,chr8_5837,8,27480720,chr8_5837
cg05359237,chr8_5837,8,27480732,chr8_5837
cg25013571,chr8_7210,8,37792774,chr8_7210
cg06437703,ESS_SIV,8,38057102,single2079
cg11826726,ESS_SIV,8,43276289,single2080
cg06529685,chr8_8400,8,43276983,chr8_8400
cg06043048,chr8_8400,8,43277114,chr8_8400
cg04880091,chr8_8400,8,43277309,chr8_8400
cg21877680,chr8_8400,8,43277365,chr8_8400
cg05453358,ESS_SIV,8,46617659,single2081
cg09100271,ESS_SIV,8,47763351,SIV_166
cg09100338,ESS_SIV,8,47763494,SIV_166
cg03635442,chr8_8868,8,48514724,SIV_167
cg03635442,ESS_SIV,8,48514724,SIV_167
cg08681904,ESS_SIV,8,48514856,SIV_167
cg08681904,chr8_8868,8,48514856,SIV_167
cg05475109,chr8_8868,8,48515125,chr8_8868
cg22283653,ESS_SIV,8,48911650,single2086
cg07335376,ESS_SIV,8,54134666,single2087
cg11783602,chr8_9521,8,54174525,chr8_9521
cg06042504,chr8_9521,8,54174764,chr8_9521
cg20636351,chr8_9521,8,54174841,chr8_9521
cg20636351,ESS_SIV,8,54174841,chr8_9521
cg07092985,ESS_SIV,8,54621328,single2089
cg20677078,ESS_SIV,8,55842689,single2090
cg19413350,ESS_SIV,8,56438509,single2091
cg09858108,chr8_9886,8,57142466,chr8_9886
cg20607798,ESS_SIV,8,57142610,ESS_29
cg20607798,chr8_9886,8,57142610,ESS_29
cg08280861,chr8_9886,8,57143033,ESS_29
cg08280861,ESS_SIV,8,57143033,ESS_29
cg11062466,chr8_9886,8,57143318,ESS_29
cg11062466,ESS_SIV,8,57143318,ESS_29
cg08219700,chr8_9886,8,57143468,ESS_29
cg08219700,ESS_SIV,8,57143468,ESS_29
cg21724239,chr8_9886,8,57143555,chr8_9886
cg08677398,chr8_9886,8,57143617,chr8_9886
cg08449448,chr8_9886,8,57143943,chr8_9886
cg02725872,ESS_SIV,8,57202454,single2096
cg04160749,ESS_SIV,8,57260013,chr8_9924
cg04160749,chr8_9924,8,57260013,chr8_9924
cg08035479,chr8_9924,8,57260085,chr8_9924
cg25937216,chr8_9924,8,57260297,chr8_9924
cg11193419,chr8_9924,8,57260604,chr8_9924
cg22535103,ESS_SIV,8,57279944,ESS_187
cg05313129,ESS_SIV,8,57280325,ESS_187
cg08599672,ESS_SIV,8,61122899,single2100
cg25248160,ESS_SIV,8,62864084,ESS_188
cg20602954,ESS_SIV,8,62864204,ESS_188
cg04206699,ESS_SIV,8,69942823,single2103
ch.8.72742858R,chr8_11540,8,71668070,chr8_11540
cg17118775,ESS_SIV,8,73370578,ESS_189
cg21550804,ESS_SIV,8,73370631,ESS_189
cg25434864,ESS_SIV,8,82441519,single2106
cg17784027,ESS_SIV,8,86097604,single2107
cg16814680,ESS_SIV,8,90669472,single2108
cg05305060,chr8_13290,8,92369907,chr8_13290
cg10187029,chr8_14719,8,102585373,chr8_14719
cg11421509,ESS_SIV,8,104367375,single2109
cg03562736,ESS_SIV,8,113046488,single2110
cg16875032,ESS_SIV,8,120811677,single2111
cg12994228,ESS_SIV,8,124181715,single2112
cg23203918,ESS_SIV,8,127223592,single2113
cg01765152,ESS_SIV,8,127993281,single2114
cg22582999,ESS_SIV,8,133582427,single2115
cg13434034,chr8_18412,8,134464868,chr8_18412
cg04064407,chr8_19190,8,139789935,chr8_19190
cg01659279,chr8_19190,8,139789953,chr8_19190
cg06565641,ESS_SIV,8,140349576,SIV_169
cg11256152,ESS_SIV,8,140349688,SIV_169
cg00288598,ESS_SIV,8,140545197,single2118
cg27629898,chr8_19585,8,141060753,chr8_19585
cg07964753,ESS_SIV,8,141102524,single2119
cg03316587,ESS_SIV,8,141235066,single2120
cg17903548,chr8_19759,8,141391435,chr8_19759
cg22052514,chr8_19759,8,141391623,chr8_19759
cg08863473,ESS_SIV,8,142081040,single2121
cg25351599,ESS_SIV,8,142198132,single2122
cg26953288,ESS_SIV,8,142500121,single2123
cg10596483,chr8_20293,8,142670379,ESS_190
cg10596483,ESS_SIV,8,142670379,ESS_190
cg24634471,ESS_SIV,8,142670384,ESS_190
cg24634471,chr8_20293,8,142670384,ESS_190
cg11630226,ESS_SIV,8,142700399,single2126
cg07770222,ESS_SIV,8,143038690,single2127
cg04612566,ESS_SIV,8,143039290,single2128
cg01444051,chr8_20479,8,143197128,chr8_20479
cg13453110,chr8_20479,8,143197253,chr8_20479
cg06990782,chr8_20479,8,143197329,chr8_20479
cg08691273,chr8_20508,8,143251298,chr8_20508
cg19504605,ESS_SIV,8,143256937,single2129
cg13459244,chr8_20525,8,143278498,chr8_20525
cg11240062,chr8_20525,8,143278904,chr8_20525
cg03894796,chr8_20525,8,143279146,chr8_20525
cg27468773,ESS_SIV,8,143283847,single2130
cg02530860,chr8_20530,8,143289368,chr8_20530
cg03151810,chr8_20530,8,143289576,chr8_20530
cg11388673,ESS_SIV,8,143289610,chr8_20530
cg11388673,chr8_20530,8,143289610,chr8_20530
cg11750431,chr8_20530,8,143289882,chr8_20530
cg00033213,chr8_20543,8,143317166,chr8_20543
cg09174681,ESS_SIV,8,143320957,ESS_191
cg05207347,ESS_SIV,8,143320993,ESS_191
cg07652447,ESS_SIV,8,143355210,single2134
cg07123730,chr8_20603,8,143420640,chr8_20603
cg20458811,chr8_20690,8,143549641,chr8_20690
cg00404280,chr8_20690,8,143549718,chr8_20690
cg10438391,chr8_20690,8,143549746,chr8_20690
cg19932577,chr8_20690,8,143549836,chr8_20690
cg01134012,ESS_SIV,8,143553147,ESS_31
cg14721632,ESS_SIV,8,143553261,ESS_31
cg23090207,ESS_SIV,8,143553275,ESS_31
cg15541193,ESS_SIV,8,143553327,ESS_31
cg19661369,ESS_SIV,8,143553856,ESS_193
cg20583945,ESS_SIV,8,143554293,ESS_193
cg17524265,ESS_SIV,8,143577714,SIV_171
cg16316162,ESS_SIV,8,143577988,SIV_171
cg07777042,ESS_SIV,8,143620710,single2143
cg00600477,chr8_20734,8,143632841,chr8_20734
cg14598846,ESS_SIV,8,143934742,ESS_194
cg23299254,ESS_SIV,8,143934790,ESS_194
cg15847845,ESS_SIV,8,143954338,single2146
cg07195118,ESS_SIV,8,144108003,ESS_30
cg26272248,ESS_SIV,8,144108132,ESS_30
cg14631276,ESS_SIV,8,144108200,ESS_30
cg06239191,ESS_SIV,8,144108234,ESS_30
cg16311044,chr8_20984,8,144109307,chr8_20984
cg01423393,chr8_20984,8,144109763,chr8_20984
cg18925846,ESS_SIV,8,144110089,chr8_20984
cg18925846,chr8_20984,8,144110089,chr8_20984
cg03852276,chr8_20984,8,144110287,chr8_20984
cg04746089,ESS_SIV,8,144277830,single2152
cg06546677,ESS_SIV,8,144313842,single2153
cg02583091,ESS_SIV,8,144413498,single2154
cg14228592,ESS_SIV,8,144413798,single2155
cg02938066,ESS_SIV,8,144432574,single2156
cg22382021,ESS_SIV,8,144530373,single2157
cg13514324,ESS_SIV,8,144530421,SIV_172
cg26259926,ESS_SIV,8,144530591,SIV_172
cg00117018,ESS_SIV,8,144730599,ESS_59
cg06513375,ESS_SIV,8,144730604,ESS_59
cg21918548,ESS_SIV,8,144730640,ESS_59
cg13624860,ESS_SIV,9,73569,single2163
cg13496837,ESS_SIV,9,168829,single2164
cg13952963,ESS_SIV,9,998548,single2165
cg14189141,ESS_SIV,9,1042606,single2166
cg14580996,chr9_518,9,2933122,chr9_518
cg02405213,ESS_SIV,9,5042619,single2167
cg18902978,ESS_SIV,9,6703950,single2168
cg13985597,ESS_SIV,9,6704575,single2169
cg14150197,ESS_SIV,9,6706150,single2170
cg14643147,chr9_989,9,6707116,chr9_989
cg14508358,chr9_992,9,6716418,chr9_992
cg04332163,chr9_992,9,6716481,chr9_992
cg14161821,ESS_SIV,9,6955560,single2171
cg07664183,chr9_2319,9,19103234,chr9_2319
cg14096074,chr9_3850,9,34255152,chr9_3850
cg07116010,ESS_SIV,9,35646329,single2172
cg10384133,ESS_SIV,9,41647557,single2173
cg12157194,chr9_5211,9,42851295,chr9_5211
cg08911291,chr9_5211,9,42851705,chr9_5211
cg06586759,chr9_5211,9,42852203,chr9_5211
cg14029077,chr9_5211,9,42852882,chr9_5211
cg13125506,ESS_SIV,9,63703377,single2174
cg18746037,chr9_5521,9,63813001,chr9_5521
cg03560861,chr9_5521,9,63813984,chr9_5521
cg13693646,chr9_5523,9,63814805,chr9_5523
cg15850063,chr9_5523,9,63815318,chr9_5523
cg13790785,chr9_5523,9,63816563,chr9_5523
cg13979884,ESS_SIV,9,71446256,single2175
cg13755866,ESS_SIV,9,72305705,single2176
cg13677058,chr9_8183,9,87859267,chr9_8183
cg21265404,ESS_SIV,9,87916952,single2177
cg05115664,chr9_8210,9,88006723,chr9_8210
cg01400671,chr9_8210,9,88007186,chr9_8210
cg14251009,chr9_8210,9,88007291,chr9_8210
cg14251009,ESS_SIV,9,88007291,chr9_8210
cg14114397,chr9_8422,9,89246968,chr9_8422
cg02703145,ESS_SIV,9,91160244,single2179
cg14117219,ESS_SIV,9,91714408,single2180
cg14341177,ESS_SIV,9,92713506,single2181
cg13679303,ESS_SIV,9,93861393,single2182
cg21167269,ESS_SIV,9,96219219,single2183
cg14625636,ESS_SIV,9,97237745,single2184
cg21210642,ESS_SIV,9,98119714,single2185
cg14241370,ESS_SIV,9,101737569,single2186
cg03454353,ESS_SIV,9,113057085,single2187
cg14135848,chr9_13168,9,117852123,chr9_13168
cg21717724,chr9_13461,9,120842237,chr9_13461
cg09419670,ESS_SIV,9,120843389,single2188
cg13482309,chr9_14044,9,122628860,chr9_14044
cg14503395,ESS_SIV,9,123366467,single2189
cg10071929,ESS_SIV,9,128192857,SIV_74
cg13642260,ESS_SIV,9,128193102,SIV_74
cg09976142,ESS_SIV,9,128193158,SIV_74
cg13471254,ESS_SIV,9,128318920,single2193
cg13596787,chr9_16086,9,129614630,chr9_16086
cg01474677,chr9_16555,9,130710873,chr9_16555
cg13963044,ESS_SIV,9,133469956,single2194
cg13709982,ESS_SIV,9,133702618,single2195
cg13564529,chr9_17932,9,133957181,chr9_17932
cg13699245,chr9_18299,9,134593537,chr9_18299
cg13769283,ESS_SIV,9,135774104,single2196
cg21172615,chr9_19034,9,136200257,chr9_19034
cg08967938,chr9_19034,9,136200476,chr9_19034
cg21192468,chr9_19034,9,136200656,chr9_19034
cg21192468,ESS_SIV,9,136200656,chr9_19034
cg25952247,chr9_19034,9,136201028,chr9_19034
cg14605520,ESS_SIV,9,136202505,single2198
cg14035368,ESS_SIV,9,136364487,ESS_197
cg18033770,ESS_SIV,9,136364623,ESS_197
cg14197156,ESS_SIV,9,136670700,single2201
cg14642467,ESS_SIV,9,137040591,single2202
cg14649234,ESS_SIV,9,137110445,single2203
cg14090916,chr9_19725,9,137150453,chr9_19725
cg14567374,chr9_19758,9,137189897,chr9_19758
cg15073164,ESS_SIV,9,137225117,single2204
cg02219116,ESS_SIV,9,137279505,ESS_198
cg13754915,ESS_SIV,9,137279821,ESS_198
cg13857646,ESS_SIV,9,137462306,single2207
cg18274896,ESS_SIV,9,137501303,single2208
cg17959722,ESS_SIV,9,137552372,single2209
cg15473904,ESS_SIV,9,137552542,single2210
cg10615711,chr9_20076,9,137781165,chr9_20076
cg06499415,chr9_20181,9,138147984,chr9_20181
cg13750535,chr9_20181,9,138148002,chr9_20181
cg14598452,chr9_20210,9,138220692,chr9_20210
cg02366642,chr9_20210,9,138220947,chr9_20210
cg26448016,ESS_SIV,10,49350,single223
cg16386425,chr10_94,10,384004,chr10_94
cg01308737,chr10_94,10,384040,chr10_94
cg14918503,chr10_94,10,384060,chr10_94
cg26499095,ESS_SIV,10,418103,ESS_75
cg05528280,ESS_SIV,10,418286,ESS_75
cg06581033,chr10_285,10,720355,chr10_285
cg19901101,chr10_285,10,720492,chr10_285
cg25048816,chr10_290,10,732280,chr10_290
cg12876012,chr10_303,10,783481,chr10_303
cg15764593,chr10_303,10,783524,chr10_303
cg01169559,ESS_SIV,10,785308,single226
cg02700194,chr10_310,10,788439,chr10_310
cg10017260,chr10_310,10,788489,chr10_310
cg09361094,chr10_310,10,788564,chr10_310
cg10556349,chr10_310,10,789131,chr10_310
cg20503657,chr10_310,10,789566,chr10_310
cg26597838,chr10_310,10,789676,chr10_310
